cost_type,cost,gene
phos-abs,-5.0934594707218e-05,YDR158W
phos-rel,-3.6494492399753e-08,YDR158W
sul-abs,0.17809455137948,YDR158W
sul-rel,3.5911830783623e-05,YDR158W
none-wei,132.95282573554,YDR159W
car-abs,5.0159588725512,YDR159W
car-rel,0.010019496954331,YDR159W
nit-abs,7.0508555055575,YDR159W
nit-rel,0.013807353427374,YDR159W
phos-abs,-2.1528993065111e-05,YDR159W
phos-rel,-2.4228969203622e-08,YDR159W
sul-abs,0.1593569363824,YDR159W
sul-rel,5.581638777812e-05,YDR159W
none-wei,131.57544021874,YDR160W
car-abs,5.0701001374836,YDR160W
car-rel,0.0095436418723248,YDR160W
nit-abs,6.7760812565771,YDR160W
nit-rel,0.013095286085182,YDR160W
phos-abs,-2.6258446655807e-05,YDR160W
phos-rel,-1.7973507195517e-08,YDR160W
sul-abs,0.18751694235175,YDR160W
sul-rel,5.9244212970978e-05,YDR160W
none-wei,129.33594122598,YDR161W
car-abs,4.7560170500777,YDR161W
car-rel,0.010275445910994,YDR161W
nit-abs,6.2816506762837,YDR161W
nit-rel,0.013704754374572,YDR161W
phos-abs,-2.2927485918048e-05,YDR161W
phos-rel,-4.2720230806215e-08,YDR161W
sul-abs,0.17678990595837,YDR161W
sul-rel,6.5407478474496e-05,YDR161W
none-wei,131.28403482599,YDR162C
car-abs,4.6612786716324,YDR162C
car-rel,0.0094821981481924,YDR162C
nit-abs,6.5511737031452,YDR162C
nit-rel,0.013465942479512,YDR162C
phos-abs,-2.8168984379393e-05,YDR162C
phos-rel,-6.2550313981122e-08,YDR162C
sul-abs,0.15404883043012,YDR162C
sul-rel,6.260013657344e-05,YDR162C
none-wei,132.95091927665,YDR163W
car-abs,4.8700479452951,YDR163W
car-rel,0.010329368856869,YDR163W
nit-abs,7.6238818740845,YDR163W
nit-rel,0.015759384050699,YDR163W
phos-abs,-1.8945317594736e-05,YDR163W
phos-rel,-4.868166123043e-08,YDR163W
sul-abs,0.092974431177195,YDR163W
sul-rel,4.0780467474487e-05,YDR163W
none-wei,133.40960184382,YDR164C
car-abs,5.1272179760986,YDR164C
car-rel,0.010387758655732,YDR164C
nit-abs,6.9845636727402,YDR164C
nit-rel,0.013962137288755,YDR164C
phos-abs,-1.56323069595e-05,YDR164C
phos-rel,-2.6458943119083e-08,YDR164C
sul-abs,0.091495315977587,YDR164C
sul-rel,3.0250618125907e-05,YDR164C
none-wei,132.23473112375,YDR165W
car-abs,5.0945847589164,YDR165W
car-rel,0.010069399572319,YDR165W
nit-abs,6.7969172560929,YDR165W
nit-rel,0.013419226528616,YDR165W
phos-abs,-3.5739475656796e-05,YDR165W
phos-rel,-2.4476540181387e-08,YDR165W
sul-abs,0.18905174289385,YDR165W
sul-rel,5.4481071871612e-05,YDR165W
none-wei,134.94987317208,YDR166C
car-abs,5.1868002428153,YDR166C
car-rel,0.0099416734727147,YDR166C
nit-abs,7.0245633995839,YDR166C
nit-rel,0.013240287438787,YDR166C
phos-abs,-2.4232106513339e-05,YDR166C
phos-rel,-1.8996865958589e-08,YDR166C
sul-abs,0.14177673300148,YDR166C
sul-rel,3.8480738664642e-05,YDR166C
none-wei,129.83846935859,YDR167W
car-abs,4.6290959945092,YDR167W
car-rel,0.0098342669953126,YDR167W
nit-abs,6.8460998718555,YDR167W
nit-rel,0.01448415599253,YDR167W
phos-abs,-1.1525047768784e-06,YDR167W
phos-rel,-3.9642487164721e-08,YDR167W
sul-abs,0.090109954538878,YDR167W
sul-rel,4.5680133836817e-05,YDR167W
none-wei,133.15094585193,YDR168W
car-abs,4.971359122412,YDR168W
car-rel,0.010762267847262,YDR168W
nit-abs,6.6439149370307,YDR168W
nit-rel,0.014380186985766,YDR168W
phos-abs,-9.82108260467e-06,YDR168W
phos-rel,-5.085531403102e-08,YDR168W
sul-abs,0.16324270620677,YDR168W
sul-rel,8.2759806083846e-05,YDR168W
none-wei,127.71118251298,YDR169C
car-abs,4.5692345959734,YDR169C
car-rel,0.0092658074342559,YDR169C
nit-abs,7.0623690869457,YDR169C
nit-rel,0.01383530784702,YDR169C
phos-abs,-2.0160267251735e-05,YDR169C
phos-rel,-3.7954330332779e-08,YDR169C
sul-abs,0.087169807811696,YDR169C
sul-rel,3.4522685072141e-05,YDR169C
none-wei,130.94897181749,YDR170C
car-abs,4.8100849062116,YDR170C
car-rel,0.0099737853385913,YDR170C
nit-abs,6.6808897146757,YDR170C
nit-rel,0.013670335213266,YDR170C
phos-abs,-2.9783800423093e-05,YDR170C
phos-rel,-4.2142110227369e-08,YDR170C
sul-abs,0.15849265407654,YDR170C
sul-rel,5.2607862096208e-05,YDR170C
none-wei,132.68303395077,YDR171W
car-abs,4.9090191097411,YDR171W
car-rel,0.0095140013951235,YDR171W
nit-abs,7.6639597396952,YDR171W
nit-rel,0.014501407358361,YDR171W
phos-abs,-2.0905808467744e-05,YDR171W
phos-rel,-2.8381209900282e-08,YDR171W
sul-abs,0.097318033960899,YDR171W
sul-rel,2.6390014683194e-05,YDR171W
none-wei,134.28328679169,YDR175C
car-abs,5.130055717372,YDR175C
car-rel,0.010418130841038,YDR175C
nit-abs,7.423539053774,YDR175C
nit-rel,0.015019421724158,YDR175C
phos-abs,-6.8826858026445e-06,YDR175C
phos-rel,-3.2791418370488e-08,YDR175C
sul-abs,0.11502006758516,YDR175C
sul-rel,5.4788942029576e-05,YDR175C
none-wei,131.25955317571,YDR176W
car-abs,4.7767761363263,YDR176W
car-rel,0.010333099850736,YDR176W
nit-abs,6.87160321722,YDR176W
nit-rel,0.014616269146185,YDR176W
phos-abs,-1.1255117751726e-05,YDR176W
phos-rel,-4.3789496813823e-08,YDR176W
sul-abs,0.089288742617032,YDR176W
sul-rel,4.04365119696e-05,YDR176W
none-wei,130.34192980389,YDR177W
car-abs,4.9018407017686,YDR177W
car-rel,0.010284035324206,YDR177W
nit-abs,6.6747346789338,YDR177W
nit-rel,0.014052606692002,YDR177W
phos-abs,-1.5413129590025e-05,YDR177W
phos-rel,-3.9755155074904e-08,YDR177W
sul-abs,0.11628043096342,YDR177W
sul-rel,4.8692301670367e-05,YDR177W
none-wei,129.77138139925,YDR178W
car-abs,5.0597447545489,YDR178W
car-rel,0.0098292604912052,YDR178W
nit-abs,6.3709238194629,YDR178W
nit-rel,0.013121550851592,YDR178W
phos-abs,-1.9650486375258e-05,YDR178W
phos-rel,-1.1745373962865e-08,YDR178W
sul-abs,0.32454348534322,YDR178W
sul-rel,0.00013097737469404,YDR178W
none-wei,137.80444271203,YDR179C
car-abs,5.3227206569729,YDR179C
car-rel,0.010806333493074,YDR179C
nit-abs,7.1398951935046,YDR179C
nit-rel,0.014072501683206,YDR179C
phos-abs,-4.3845394797741e-05,YDR179C
phos-rel,-4.627707458719e-08,YDR179C
sul-abs,0.22661829790757,YDR179C
sul-rel,7.1277202594606e-05,YDR179C
none-wei,133.10717623092,YDR180W
car-abs,5.1130647249993,YDR180W
car-rel,0.010470062785044,YDR180W
nit-abs,6.7735611011605,YDR180W
nit-rel,0.01362421071436,YDR180W
phos-abs,-3.4906433787408e-05,YDR180W
phos-rel,-2.7452470204201e-08,YDR180W
sul-abs,0.18108390827361,YDR180W
sul-rel,5.3805175876855e-05,YDR180W
none-wei,133.48033266145,YDR181C
car-abs,5.0164318671071,YDR181C
car-rel,0.010416602513779,YDR181C
nit-abs,7.3300801864484,YDR181C
nit-rel,0.01487341355646,YDR181C
phos-abs,-2.5649944151024e-05,YDR181C
phos-rel,-3.4395159193619e-08,YDR181C
sul-abs,0.20376212864063,YDR181C
sul-rel,7.8424762985235e-05,YDR181C
none-wei,134.40452947094,YDR182W
car-abs,5.2633264400896,YDR182W
car-rel,0.0097395141335567,YDR182W
nit-abs,7.020774119766,YDR182W
nit-rel,0.013295012962181,YDR182W
phos-abs,-1.5172021762177e-05,YDR182W
phos-rel,-1.8660396599458e-08,YDR182W
sul-abs,0.18857381141708,YDR182W
sul-rel,7.3237615167398e-05,YDR182W
none-wei,132.33501374618,YDR183W
car-abs,4.8689951502759,YDR183W
car-rel,0.010207180548763,YDR183W
nit-abs,6.9243974582009,YDR183W
nit-rel,0.014206129587736,YDR183W
phos-abs,-4.5221463671189e-05,YDR183W
phos-rel,-5.1133967476189e-08,YDR183W
sul-abs,0.15187989589309,YDR183W
sul-rel,3.8779141218423e-05,YDR183W
none-wei,131.08207290237,YDR184C
car-abs,4.7557101479253,YDR184C
car-rel,0.0099437137895792,YDR184C
nit-abs,6.9729508387076,YDR184C
nit-rel,0.013898031571542,YDR184C
phos-abs,-2.8304441123147e-05,YDR184C
phos-rel,-4.1168317431113e-08,YDR184C
sul-abs,0.16892345263602,YDR184C
sul-rel,6.8681902647917e-05,YDR184C
none-wei,134.67466650595,YDR185C
car-abs,5.242926804713,YDR185C
car-rel,0.0096914832514071,YDR185C
nit-abs,7.1882716690362,YDR185C
nit-rel,0.013571808601446,YDR185C
phos-abs,-2.2561875637839e-05,YDR185C
phos-rel,-2.4403881800215e-08,YDR185C
sul-abs,0.28448418234241,YDR185C
sul-rel,0.00011548378838126,YDR185C
none-wei,129.80507953672,YDR188W
car-abs,4.8598388450859,YDR188W
car-rel,0.010218908769813,YDR188W
nit-abs,7.2192452241034,YDR188W
nit-rel,0.014872150408656,YDR188W
phos-abs,-3.5219170318394e-05,YDR188W
phos-rel,-3.0037557552072e-08,YDR188W
sul-abs,0.19549316972688,YDR188W
sul-rel,6.1868459409467e-05,YDR188W
none-wei,130.17983277925,YDR189W
car-abs,4.840810922531,YDR189W
car-rel,0.010102866054932,YDR189W
nit-abs,6.5271902628489,YDR189W
nit-rel,0.013559917067461,YDR189W
phos-abs,-9.2351933200258e-06,YDR189W
phos-rel,-2.7791075254893e-08,YDR189W
sul-abs,0.10182840278938,YDR189W
sul-rel,4.4086608580396e-05,YDR189W
none-wei,126.86902120767,YDR190C
car-abs,4.6671814395851,YDR190C
car-rel,0.010650516654361,YDR190C
nit-abs,6.553268596369,YDR190C
nit-rel,0.01488362566449,YDR190C
phos-abs,-1.973025616347e-05,YDR190C
phos-rel,-3.9290050945858e-08,YDR190C
sul-abs,0.11879273846462,YDR190C
sul-rel,4.5933604966242e-05,YDR190C
none-wei,130.29733378092,YDR191W
car-abs,4.9435026222865,YDR191W
car-rel,0.0099825157442441,YDR191W
nit-abs,7.0170595817566,YDR191W
nit-rel,0.013959731886939,YDR191W
phos-abs,-5.2758129118956e-05,YDR191W
phos-rel,-2.4878383206861e-08,YDR191W
sul-abs,0.26405587011244,YDR191W
sul-rel,7.3416435877511e-05,YDR191W
none-wei,122.16432876828,YDR192C
car-abs,4.2995394773876,YDR192C
car-rel,0.008159139239829,YDR192C
nit-abs,6.467394440989,YDR192C
nit-rel,0.012649879768416,YDR192C
phos-abs,-1.0011553786837e-05,YDR192C
phos-rel,-5.4873401908848e-09,YDR192C
sul-abs,0.14279300514473,YDR192C
sul-rel,5.3125201185311e-05,YDR192C
none-wei,132.71976433144,YDR194C
car-abs,4.9812493467474,YDR194C
car-rel,0.010329744523893,YDR194C
nit-abs,7.2744199671187,YDR194C
nit-rel,0.014800084465141,YDR194C
phos-abs,-3.1560621906337e-05,YDR194C
phos-rel,-4.1473561203938e-08,YDR194C
sul-abs,0.1226280774297,YDR194C
sul-rel,3.7886016164795e-05,YDR194C
none-wei,132.53682261811,YDR201W
car-abs,4.7830371235955,YDR201W
car-rel,0.010918503533498,YDR201W
nit-abs,6.9409705167691,YDR201W
nit-rel,0.015196006723057,YDR201W
phos-abs,-1.080246577795e-05,YDR201W
phos-rel,-4.8430456951833e-08,YDR201W
sul-abs,0.23894749991041,YDR201W
sul-rel,0.00011679314569169,YDR201W
none-wei,131.93175547891,YDR202C
car-abs,4.9711296374981,YDR202C
car-rel,0.0099963474507308,YDR202C
nit-abs,6.8059481338218,YDR202C
nit-rel,0.013280671431256,YDR202C
phos-abs,-4.6095541764942e-05,YDR202C
phos-rel,-2.6527967603471e-08,YDR202C
sul-abs,0.27732609862567,YDR202C
sul-rel,8.405654143902e-05,YDR202C
none-wei,132.86451671088,YDR204W
car-abs,5.1707013308112,YDR204W
car-rel,0.010519136715013,YDR204W
nit-abs,7.230632004809,YDR204W
nit-rel,0.014802495056742,YDR204W
phos-abs,-1.6748293491848e-05,YDR204W
phos-rel,-2.2804109164431e-08,YDR204W
sul-abs,0.18494711694102,YDR204W
sul-rel,7.401569418333e-05,YDR204W
none-wei,131.675963485,YDR206W
car-abs,5.0107270687218,YDR206W
car-rel,0.0094673537303614,YDR206W
nit-abs,6.7378519589469,YDR206W
nit-rel,0.012861624097792,YDR206W
phos-abs,-4.6109098071967e-06,YDR206W
phos-rel,-1.3098180466448e-08,YDR206W
sul-abs,0.2254404471027,YDR206W
sul-rel,9.9918944950072e-05,YDR206W
none-wei,126.67184853194,YDR207C
car-abs,4.4514719602261,YDR207C
car-rel,0.0088258788061818,YDR207C
nit-abs,7.230060831595,YDR207C
nit-rel,0.013972812669391,YDR207C
phos-abs,-2.8952176347419e-05,YDR207C
phos-rel,-3.1946239205549e-08,YDR207C
sul-abs,0.10547585422004,YDR207C
sul-rel,3.1698183433126e-05,YDR207C
none-wei,131.3678679833,YDR210W
car-abs,4.7784341023518,YDR210W
car-rel,0.0074192851181858,YDR210W
nit-abs,6.6127158495096,YDR210W
nit-rel,0.010296994621361,YDR210W
phos-abs,-9.9196404358409e-05,YDR210W
phos-rel,4.4568241792266e-08,YDR210W
sul-abs,0.53360293077712,YDR210W
sul-rel,7.2623694933416e-05,YDR210W
none-wei,126.0826281034,YDR212W
car-abs,4.5946674973892,YDR212W
car-rel,0.010347730475136,YDR212W
nit-abs,6.6050024868551,YDR212W
nit-rel,0.014745416591604,YDR212W
phos-abs,-3.487474718771e-05,YDR212W
phos-rel,-4.0100533377239e-08,YDR212W
sul-abs,0.18784233962598,YDR212W
sul-rel,6.3670564170204e-05,YDR212W
none-wei,131.17350130948,YDR213W
car-abs,4.8681520194293,YDR213W
car-rel,0.0091771588547474,YDR213W
nit-abs,7.3754558496934,YDR213W
nit-rel,0.013795649401413,YDR213W
phos-abs,-3.7487902475104e-05,YDR213W
phos-rel,-1.2819286476406e-08,YDR213W
sul-abs,0.21989730314045,YDR213W
sul-rel,5.5208989449785e-05,YDR213W
none-wei,129.81116786412,YDR214W
car-abs,4.8819684284074,YDR214W
car-rel,0.0098728905332142,YDR214W
nit-abs,6.7088763822828,YDR214W
nit-rel,0.013768586925663,YDR214W
phos-abs,-3.1078990210176e-05,YDR214W
phos-rel,-3.2931366281685e-08,YDR214W
sul-abs,0.10518599492992,YDR214W
sul-rel,1.9537992762326e-05,YDR214W
none-wei,133.36643963159,YDR216W
car-abs,5.0954458472624,YDR216W
car-rel,0.0096521742575428,YDR216W
nit-abs,7.0331867532353,YDR216W
nit-rel,0.013188098505987,YDR216W
phos-abs,-4.222996196183e-05,YDR216W
phos-rel,-2.2857500848324e-08,YDR216W
sul-abs,0.23307024852916,YDR216W
sul-rel,6.8762269736292e-05,YDR216W
none-wei,131.37151191211,YDR217C
car-abs,4.7953806139961,YDR217C
car-rel,0.0097199858708613,YDR217C
nit-abs,6.9441168759223,YDR217C
nit-rel,0.013785073847085,YDR217C
phos-abs,-2.9517816176647e-05,YDR217C
phos-rel,-4.2431815574758e-08,YDR217C
sul-abs,0.124184069256,YDR217C
sul-rel,3.8549157443689e-05,YDR217C
none-wei,131.92693738284,YDR218C
car-abs,4.8839013024143,YDR218C
car-rel,0.010153952012021,YDR218C
nit-abs,6.9283973297047,YDR218C
nit-rel,0.014076610453645,YDR218C
phos-abs,-4.1356236278289e-05,YDR218C
phos-rel,-4.5963905908074e-08,YDR218C
sul-abs,0.14380467538095,YDR218C
sul-rel,3.9659846753127e-05,YDR218C
none-wei,132.42002112276,YDR219C
car-abs,4.9009620638304,YDR219C
car-rel,0.009982776821601,YDR219C
nit-abs,7.1846489332056,YDR219C
nit-rel,0.014148646100707,YDR219C
phos-abs,-2.5964925975857e-05,YDR219C
phos-rel,-4.0485852610668e-08,YDR219C
sul-abs,0.12899688742748,YDR219C
sul-rel,4.9614377982747e-05,YDR219C
none-wei,132.62867696212,YDR221W
car-abs,5.0051470610942,YDR221W
car-rel,0.010004908344069,YDR221W
nit-abs,6.8607318107487,YDR221W
nit-rel,0.013710580385039,YDR221W
phos-abs,-4.1755403239973e-05,YDR221W
phos-rel,-3.4131807111002e-08,YDR221W
sul-abs,0.23201572256476,YDR221W
sul-rel,7.0975723438499e-05,YDR221W
none-wei,131.72602144726,YDR222W
car-abs,5.030687009637,YDR222W
car-rel,0.0097261733583433,YDR222W
nit-abs,6.6765676473495,YDR222W
nit-rel,0.013041374689486,YDR222W
phos-abs,-3.2951873892877e-05,YDR222W
phos-rel,-2.1707553722351e-08,YDR222W
sul-abs,0.18447591886222,YDR222W
sul-rel,5.1619809026015e-05,YDR222W
none-wei,130.10786530182,YDR223W
car-abs,4.6572632211311,YDR223W
car-rel,0.0095598737461714,YDR223W
nit-abs,6.9247556342344,YDR223W
nit-rel,0.013863942362077,YDR223W
phos-abs,-4.7583231096359e-05,YDR223W
phos-rel,-5.3201311412901e-08,YDR223W
sul-abs,0.13162467693377,YDR223W
sul-rel,2.9890728511717e-05,YDR223W
none-wei,128.51518596615,YDR226W
car-abs,4.8458930103628,YDR226W
car-rel,0.010089498417041,YDR226W
nit-abs,6.8786057609696,YDR226W
nit-rel,0.014502602721657,YDR226W
phos-abs,6.6375295138077e-08,YDR226W
phos-rel,-1.8879415778214e-08,YDR226W
sul-abs,0.21006015690121,YDR226W
sul-rel,0.00010113186402432,YDR226W
none-wei,130.53312469418,YDR227W
car-abs,4.800819899061,YDR227W
car-rel,0.0099631394038434,YDR227W
nit-abs,7.0790737109818,YDR227W
nit-rel,0.014314735401029,YDR227W
phos-abs,-1.3487503306041e-05,YDR227W
phos-rel,-2.8578784547724e-08,YDR227W
sul-abs,0.1052139357288,YDR227W
sul-rel,4.2862328056571e-05,YDR227W
none-wei,133.22866986151,YDR228C
car-abs,4.9542370820271,YDR228C
car-rel,0.0097382940142269,YDR228C
nit-abs,7.0342438190893,YDR228C
nit-rel,0.013360276898563,YDR228C
phos-abs,-2.1611846277768e-05,YDR228C
phos-rel,-1.5438173616898e-08,YDR228C
sul-abs,0.1608334484742,YDR228C
sul-rel,4.6732099663182e-05,YDR228C
none-wei,128.82288380542,YDR229W
car-abs,4.5254800875462,YDR229W
car-rel,0.0094772020265083,YDR229W
nit-abs,6.8586561113661,YDR229W
nit-rel,0.013922734555146,YDR229W
phos-abs,-2.8206940651325e-05,YDR229W
phos-rel,-5.1494280826815e-08,YDR229W
sul-abs,0.10890651402964,YDR229W
sul-rel,4.0810074226916e-05,YDR229W
none-wei,134.46247504308,YDR231C
car-abs,5.1337452427699,YDR231C
car-rel,0.0093941557693492,YDR231C
nit-abs,7.3119643674447,YDR231C
nit-rel,0.013737576135239,YDR231C
phos-abs,7.8064918391454e-06,YDR231C
phos-rel,-3.068714043079e-09,YDR231C
sul-abs,0.20413595055457,YDR231C
sul-rel,8.228931724554e-05,YDR231C
none-wei,129.83133916951,YDR233C
car-abs,4.9852823660924,YDR233C
car-rel,0.010256669009852,YDR233C
nit-abs,6.5131461516671,YDR233C
nit-rel,0.013503319521148,YDR233C
phos-abs,-1.0912779150103e-05,YDR233C
phos-rel,-6.573300447247e-10,YDR233C
sul-abs,0.11404515966673,YDR233C
sul-rel,2.6249677210254e-05,YDR233C
none-wei,128.0555494014,YDR234W
car-abs,4.7883909171794,YDR234W
car-rel,0.0097129544818406,YDR234W
nit-abs,6.9343749207336,YDR234W
nit-rel,0.014097878784316,YDR234W
phos-abs,-3.419160201041e-05,YDR234W
phos-rel,-2.6875506663972e-08,YDR234W
sul-abs,0.14576386583344,YDR234W
sul-rel,3.544877247134e-05,YDR234W
none-wei,128.47924380296,YDR239C
car-abs,4.5548853266857,YDR239C
car-rel,0.0094776873682259,YDR239C
nit-abs,7.0249154389884,YDR239C
nit-rel,0.014076277751984,YDR239C
phos-abs,-1.734803137395e-05,YDR239C
phos-rel,-4.4970779098209e-08,YDR239C
sul-abs,0.048947842720401,YDR239C
sul-rel,2.2646726853369e-05,YDR239C
none-wei,132.62309342671,YDR240C
car-abs,5.0430437193169,YDR240C
car-rel,0.0095575213712939,YDR240C
nit-abs,7.1755684216817,YDR240C
nit-rel,0.013403890375888,YDR240C
phos-abs,-2.4710945692262e-05,YDR240C
phos-rel,-1.3785063960893e-08,YDR240C
sul-abs,0.17604888641709,YDR240C
sul-rel,5.3437227373219e-05,YDR240C
none-wei,130.73283726534,YDR242W
car-abs,4.9984088259206,YDR242W
car-rel,0.0097897708269,YDR242W
nit-abs,6.6432892770218,YDR242W
nit-rel,0.013080695970916,YDR242W
phos-abs,-3.6694380306562e-05,YDR242W
phos-rel,-2.2578108462032e-08,YDR242W
sul-abs,0.25546223978385,YDR242W
sul-rel,8.2871846234837e-05,YDR242W
none-wei,131.34048879418,YDR244W
car-abs,4.8449498009216,YDR244W
car-rel,0.0093981581049932,YDR244W
nit-abs,7.1670347611368,YDR244W
nit-rel,0.013769762685044,YDR244W
phos-abs,-3.4494084335859e-05,YDR244W
phos-rel,-3.2687730074997e-08,YDR244W
sul-abs,0.22852188911761,YDR244W
sul-rel,7.698325659853e-05,YDR244W
none-wei,136.64761399013,YDR245W
car-abs,5.3722810264166,YDR245W
car-rel,0.0097444948349101,YDR245W
nit-abs,7.095017803502,YDR245W
nit-rel,0.013333341405493,YDR245W
phos-abs,-2.2702324400969e-05,YDR245W
phos-rel,-2.9784627148316e-08,YDR245W
sul-abs,0.19614018954053,YDR245W
sul-rel,6.7979781922846e-05,YDR245W
none-wei,131.09781579509,YDR246W
car-abs,4.9319376052739,YDR246W
car-rel,0.0095501389730894,YDR246W
nit-abs,7.1430569829395,YDR246W
nit-rel,0.013570423548378,YDR246W
phos-abs,-7.3667993678349e-06,YDR246W
phos-rel,-1.1069167045518e-08,YDR246W
sul-abs,0.13918488343826,YDR246W
sul-rel,5.5765730440733e-05,YDR246W
none-wei,132.95533487587,YDR248C
car-abs,5.1266489560122,YDR248C
car-rel,0.010875198617939,YDR248C
nit-abs,6.7677730575127,YDR248C
nit-rel,0.014741124644233,YDR248C
phos-abs,-3.4944581370849e-05,YDR248C
phos-rel,-4.1434266388672e-08,YDR248C
sul-abs,0.24342410069426,YDR248C
sul-rel,8.9132286229103e-05,YDR248C
none-wei,135.46154537661,YDR249C
car-abs,5.3949977894571,YDR249C
car-rel,0.010350145585585,YDR249C
nit-abs,6.8965591502254,YDR249C
nit-rel,0.01312953781893,YDR249C
phos-abs,-1.6997722919139e-05,YDR249C
phos-rel,-1.4612763334783e-08,YDR249C
sul-abs,0.16770581031763,YDR249C
sul-rel,6.1438206902759e-05,YDR249C
none-wei,130.6468799551,YDR251W
car-abs,4.8583892318165,YDR251W
car-rel,0.0093379188027415,YDR251W
nit-abs,6.9954928795404,YDR251W
nit-rel,0.013034892596975,YDR251W
phos-abs,-6.3019286168866e-06,YDR251W
phos-rel,-1.1642923145916e-08,YDR251W
sul-abs,0.14186285772039,YDR251W
sul-rel,5.9599837561648e-05,YDR251W
none-wei,129.72146893188,YDR252W
car-abs,4.7560310195756,YDR252W
car-rel,0.0099831276562302,YDR252W
nit-abs,7.1806115208056,YDR252W
nit-rel,0.014285142039107,YDR252W
phos-abs,-2.5228601432461e-05,YDR252W
phos-rel,-2.4791755257588e-08,YDR252W
sul-abs,0.1711986149147,YDR252W
sul-rel,6.1682126266296e-05,YDR252W
none-wei,130.31613601922,YDR253C
car-abs,4.7207199779817,YDR253C
car-rel,0.0098379336766792,YDR253C
nit-abs,7.6987491518722,YDR253C
nit-rel,0.015288919466337,YDR253C
phos-abs,-5.7943394229335e-05,YDR253C
phos-rel,-3.7006861073537e-08,YDR253C
sul-abs,0.16840989995973,YDR253C
sul-rel,2.824885109776e-05,YDR253C
none-wei,134.02481157224,YDR254W
car-abs,5.250657823091,YDR254W
car-rel,0.010099931946227,YDR254W
nit-abs,7.0201226153405,YDR254W
nit-rel,0.013573009766408,YDR254W
phos-abs,-3.544723766768e-05,YDR254W
phos-rel,-2.0390743183507e-08,YDR254W
sul-abs,0.21143854837791,YDR254W
sul-rel,6.2929342849481e-05,YDR254W
none-wei,134.79125311482,YDR255C
car-abs,5.2391492000951,YDR255C
car-rel,0.010407255408896,YDR255C
nit-abs,6.9193993973902,YDR255C
nit-rel,0.013565506686146,YDR255C
phos-abs,-4.8936173016315e-05,YDR255C
phos-rel,-2.9593762122306e-08,YDR255C
sul-abs,0.24405151052544,YDR255C
sul-rel,6.9928476393907e-05,YDR255C
none-wei,131.61873871146,YDR256C
car-abs,4.9919470622702,YDR256C
car-rel,0.0092297832058851,YDR256C
nit-abs,7.1334815701235,YDR256C
nit-rel,0.013388092919011,YDR256C
phos-abs,-1.3137361432783e-05,YDR256C
phos-rel,-1.7388325367707e-08,YDR256C
sul-abs,0.1310723374252,YDR256C
sul-rel,4.503833059917e-05,YDR256C
none-wei,133.27556239968,YDR257C
car-abs,5.0138249791495,YDR257C
car-rel,0.010453235293914,YDR257C
nit-abs,6.7029437074567,YDR257C
nit-rel,0.014024589016185,YDR257C
phos-abs,-5.621744277711e-05,YDR257C
phos-rel,-4.6581242237919e-08,YDR257C
sul-abs,0.26232317578355,YDR257C
sul-rel,7.2073116898577e-05,YDR257C
none-wei,130.732227142,YDR258C
car-abs,4.8647298873132,YDR258C
car-rel,0.010813346300154,YDR258C
nit-abs,7.0876145133549,YDR258C
nit-rel,0.015416787492903,YDR258C
phos-abs,-2.091358698216e-05,YDR258C
phos-rel,-4.0024631035388e-08,YDR258C
sul-abs,0.13289058357728,YDR258C
sul-rel,5.1055566876141e-05,YDR258C
none-wei,132.44535450592,YDR263C
car-abs,5.1087350068126,YDR263C
car-rel,0.010392299766562,YDR263C
nit-abs,6.9841103841423,YDR263C
nit-rel,0.014233863562804,YDR263C
phos-abs,-4.3340735984306e-05,YDR263C
phos-rel,-2.0762978185821e-08,YDR263C
sul-abs,0.27318253047572,YDR263C
sul-rel,8.2250383642667e-05,YDR263C
none-wei,134.42824509165,YDR265W
car-abs,5.2753065152409,YDR265W
car-rel,0.010184852526943,YDR265W
nit-abs,6.9772607593933,YDR265W
nit-rel,0.013580944917724,YDR265W
phos-abs,-6.0721206769942e-05,YDR265W
phos-rel,-1.1259180407988e-08,YDR265W
sul-abs,0.34109750319941,YDR265W
sul-rel,8.7864053172871e-05,YDR265W
none-wei,131.39981227418,YDR266C
car-abs,4.8948682637459,YDR266C
car-rel,0.0097252925500146,YDR266C
nit-abs,7.17766181047,YDR266C
nit-rel,0.013987641155135,YDR266C
phos-abs,-5.6442826569567e-05,YDR266C
phos-rel,-3.1061428893551e-08,YDR266C
sul-abs,0.18489525021003,YDR266C
sul-rel,3.3907925920071e-05,YDR266C
none-wei,130.85067240397,YDR267C
car-abs,4.9124636317744,YDR267C
car-rel,0.0098345363262166,YDR267C
nit-abs,6.5821482557239,YDR267C
nit-rel,0.013778188215149,YDR267C
phos-abs,-4.2215636876859e-05,YDR267C
phos-rel,-5.823148577365e-08,YDR267C
sul-abs,0.14071464105154,YDR267C
sul-rel,3.3185361478481e-05,YDR267C
none-wei,131.55136963937,YDR268W
car-abs,5.0150788786543,YDR268W
car-rel,0.010225801713308,YDR268W
nit-abs,6.9669026321975,YDR268W
nit-rel,0.014200080264916,YDR268W
phos-abs,-1.1962095586394e-05,YDR268W
phos-rel,-2.8253454893159e-08,YDR268W
sul-abs,0.14619280187363,YDR268W
sul-rel,6.2478401596371e-05,YDR268W
none-wei,126.97203415508,YDR270W
car-abs,4.735495471907,YDR270W
car-rel,0.0098705577217607,YDR270W
nit-abs,6.1585188565448,YDR270W
